timestamp,wind_speed,rainfall,river_flow,temperature,humidity,pressure,flow_direction,flood_risk
2025-01-01 00:00:00,22.483570765056164,18.704490854782822,7218.514425677036,31.334515557793367,61.78679199688378,1004.6900362962198,East,1
2025-01-01 01:00:00,19.308678494144075,26.051210975005308,3161.829771141216,31.202369655461226,63.75537857385866,1013.2081262387527,West,0
2025-01-01 02:00:00,23.23844269050346,20.165795232079446,7092.275569634294,27.896253120842687,83.99631900761975,1002.7982843463208,East,1
2025-01-01 03:00:00,27.61514928204013,36.266368448734156,7409.436474303251,40.00467531172725,73.2196545344709,1006.849824346035,East,1
2025-01-01 04:00:00,18.829233126383322,66.42720740813365,2640.3792184690756,28.857505837910722,69.85664532977573,1009.9370324491008,West,0
2025-01-01 05:00:00,18.8293152152541,16.950014338703276,7147.855130669099,28.293183226086246,66.25076492118247,1012.7712208631935,East,1
2025-01-01 06:00:00,27.896064077536955,63.253691881328805,3863.889535999372,34.4824252481806,80.04226968699491,1010.8515413491187,South,0
2025-01-01 07:00:00,23.837173645764544,60.50342872719834,3044.991965330952,29.88317691030261,72.16363384567147,1005.8538494417741,North,0
2025-01-01 08:00:00,17.65262807032524,59.41804191263037,7989.477325289367,29.924021938988638,77.77862891389847,1005.4886773776577,West,2
2025-01-01 09:00:00,22.712800217929825,34.41748500843633,4489.426428581487,35.658277488319214,93.54964298748351,1016.8949081029365,South,0
2025-01-01 10:00:00,17.682911535937688,18.073858558906807,4926.0798909234345,32.71446098220151,86.53936759830353,1009.385986835005,West,0
2025-01-01 11:00:00,17.671351232148716,104.45237684310763,7484.4068141360185,32.91767418709717,87.85828042456752,1005.6226278980354,East,1
2025-01-01 12:00:00,21.20981135783017,82.26981771203107,5542.142591621398,24.329158023229127,64.34692660720587,1010.6902701706963,West,1
2025-01-01 13:00:00,10.43359877671101,35.03438098752927,5729.751939406377,31.602160714436184,71.37431115789121,1011.1141517048827,North,1
2025-01-01 14:00:00,11.375410837434837,40.082369033933425,5696.869640343106,25.97756825762049,63.71824152080041,1001.2329037923515,West,1
2025-01-01 15:00:00,17.188562353795135,27.169030564833292,6521.398156462178,28.18002397302031,93.89823255539224,1010.4313712993353,South,1
2025-01-01 16:00:00,14.93584439832788,5.84974388774004,5660.498375413986,30.702565078251276,83.87656652966206,1000.4679373447865,South,1
2025-01-01 17:00:00,21.571236662976368,31.2325798199315,6171.189111538651,29.85516079169766,60.67318431264903,1004.7757346075016,North,1
2025-01-01 18:00:00,15.459879622393945,48.12549424866503,5244.662811880941,32.61687322411509,76.64266876373975,1003.0685879045353,West,1
2025-01-01 19:00:00,12.938481493323543,21.219412942592335,6527.729384819043,33.08279860736644,69.223397279279,1007.3541239041642,North,1
2025-01-01 20:00:00,27.32824384460777,26.07651305612397,6470.764547856851,33.382535357130486,78.89855979434755,1005.8145000998385,West,1
2025-01-01 21:00:00,18.871118497567323,25.888789959703256,8846.828756526273,24.623196227439355,66.25301902651523,1006.9992179415436,North,2
2025-01-01 22:00:00,20.33764102343962,36.625654928418115,5428.123575489446,39.45063304814751,61.989942172108016,998.5258888241904,East,1
2025-01-01 23:00:00,12.876259068932717,28.04465242028924,5723.75172329253,29.901684524896513,71.31121362974106,1007.6193887718042,West,1
2025-01-02 00:00:00,17.278086377374088,16.19462596783311,6358.2364889055625,34.85173341466884,70.34274887466529,1002.4935612996105,West,1
2025-01-02 01:00:00,20.55461294854933,36.53416114548725,7446.65346647208,19.942748608869607,85.09372546559806,1019.4175638532693,North,1
2025-01-02 02:00:00,14.245032112888486,46.38070516460018,4362.622270234198,28.93868480094518,76.60921006883373,1006.0018005122876,South,0
2025-01-02 03:00:00,21.87849009172836,39.04581578711739,6155.364782662602,24.157271609316226,70.19647311667543,1006.7109431647923,West,1
2025-01-02 04:00:00,16.996806550405974,5.321986337800315,2238.2609459173996,26.554538520163927,79.96506814499612,1011.4752341453061,North,0
2025-01-02 05:00:00,18.541531251033618,52.629489923718246,5592.702124916407,30.202223006335267,62.49610858809343,1014.612468386664,South,1
2025-01-02 06:00:00,16.991466938853016,12.175597225680184,7609.090545149042,28.66100224591656,83.18234141138126,1002.1119127878972,East,2
2025-01-02 07:00:00,29.261390922544688,45.82714076436325,4910.786345479023,35.25606802852433,65.15512783682671,1010.865232627178,South,0
2025-01-02 08:00:00,19.93251387631033,47.26236427856898,6265.256422927968,37.07596798789341,69.78947792623119,1012.8313501553212,South,1
2025-01-02 09:00:00,14.711445355220498,8.267402801578292,5206.641638424597,26.13266314907187,69.8743010510102,1008.923302964253,South,1
2025-01-02 10:00:00,24.112724560515943,61.82564028934391,4710.896703399476,28.04893933852856,76.30481719451575,1008.8231265048547,South,0
2025-01-02 11:00:00,13.895781750144888,103.74405562285537,7457.228997402152,25.87564704707166,93.36050782504822,1005.4402887999249,North,1
2025-01-02 12:00:00,21.044317975023777,26.695353929553484,4432.111965231519,34.623600717669824,71.36307376524,1006.3891039307695,West,0
2025-01-02 13:00:00,10.201649380601122,45.833783683321336,6439.44794079464,30.636174418894992,69.84626539648289,1007.4611365762023,East,1
2025-01-02 14:00:00,13.359069755507846,23.196074961378862,6462.5274311492385,30.129324679849393,65.90806948538113,1005.8704044101047,South,1
2025-01-02 15:00:00,20.984306179345616,12.01797245310686,4722.300724442064,31.24986564290934,73.71891150301597,1012.4403766557042,North,0
2025-01-02 16:00:00,23.692332899977053,65.89874682033724,6233.527885436442,28.755316435802747,66.37143891553997,1003.6407629535828,South,1
2025-01-02 17:00:00,20.85684140594985,46.65128382011584,4597.578243798034,26.574119896653883,64.82192677104706,1012.2773799060298,North,0
2025-01-02 18:00:00,19.421758588058797,19.087536673648763,6782.687812363737,30.204219015163186,90.0075512035175,1014.6389985116335,East,1
2025-01-02 19:00:00,18.494481522053555,12.523699932952745,4027.5814280356594,28.931966539850258,61.842355708306236,1009.849142875776,South,0
2025-01-02 20:00:00,12.607390048162863,107.4743690883315,5490.5917452122385,31.388096309098724,84.87887918109949,999.0525652238643,West,1
2025-01-02 21:00:00,16.400778958026457,9.686726639694719,5620.84251051315,23.472085725919108,67.08998153570249,1011.0609850744246,West,1
2025-01-02 22:00:00,17.696806145201062,51.317860267915265,7669.4330073160045,30.745434330853165,60.41002581507867,1004.7814199954514,South,2
